id,loan_status,approval_prob
69903,0,0.1095
69904,0,0.015
69905,0,0.003
69906,0,0.0025
69907,0,0.0665
69908,0,0.0259
69909,0,0.0064
69910,0,0.0342
69911,0,0.1576
69912,0,0.0063
69913,0,0.2604
69914,0,0.0533
69915,0,0.3114
69916,0,0.0025
69917,1,0.5193
69918,0,0.0749
69919,0,0.0633
69920,0,0.0154
69921,0,0.04
69922,0,0.0197
69923,0,0.0106
69924,0,0.0384
69925,0,0.0021
69926,1,0.8441
69927,0,0.0084
69928,0,0.1013
69929,0,0.0073
69930,0,0.0549
69931,0,0.0346
69932,0,0.2142
69933,0,0.0346
69934,0,0.0461
69935,0,0.031
69936,0,0.0138
69937,0,0.0195
69938,0,0.0272
69939,0,0.0749
69940,0,0.0018
69941,0,0.0201
69942,0,0.0002
69943,0,0.0218
69944,0,0.0094
69945,0,0.0773
69946,1,0.9102
69947,0,0.0007
69948,0,0.0045
69949,0,0.012
69950,0,0.0681
69951,0,0.203
69952,0,0.0435
69953,0,0.0131
69954,0,0.2671
69955,1,0.8979
69956,0,0.0293
69957,0,0.0332
69958,1,0.9846
69959,1,0.9967
69960,0,0.0014
69961,0,0.0028
69962,1,0.7248
69963,0,0.0787
69964,0,0.1545
69965,1,0.7813
69966,0,0.006
69967,0,0.055
69968,0,0.0095
69969,0,0.0024
69970,0,0.0004
69971,0,0.0062
69972,0,0.2248
69973,0,0.0398
69974,0,0.004
69975,0,0.0028
69976,1,0.9683
69977,0,0.004
69978,1,0.6844
69979,0,0.0101
69980,0,0.1053
69981,0,0.0216
69982,0,0.0482
69983,0,0.0092
69984,0,0.0054
69985,0,0.0044
69986,0,0.0371
69987,0,0.0062
69988,0,0.0356
69989,0,0.0098
69990,1,0.6685
69991,0,0.0853
69992,0,0.0085
69993,0,0.0067
69994,0,0.0006
69995,0,0.0278
69996,0,0.0037
69997,0,0.0726
69998,0,0.0445
69999,0,0.0113
70000,0,0.003
70001,0,0.0601
70002,0,0.0079
70003,0,0.0283
70004,0,0.0044
70005,0,0.0261
70006,0,0.0108
70007,0,0.0149
70008,0,0.0575
70009,0,0.0524
70010,1,0.8514
70011,0,0.0777
70012,0,0.2698
70013,0,0.0844
70014,0,0.0286
70015,0,0.0618
70016,0,0.0155
70017,0,0.0246
70018,0,0.0061
70019,0,0.0209
70020,0,0.0294
70021,0,0.0049
70022,0,0.0062
70023,0,0.1003
70024,0,0.0115
70025,0,0.0123
70026,0,0.1718
70027,0,0.0116
70028,0,0.0047
70029,0,0.0137
70030,0,0.0006
70031,0,0.0105
70032,1,0.9416
70033,1,0.9685
70034,0,0.1004
70035,0,0.0175
70036,0,0.0349
70037,0,0.0011
70038,0,0.001
70039,1,0.9961
70040,0,0.0152
70041,0,0.1147
70042,1,0.968
70043,0,0.0031
70044,0,0.0124
70045,0,0.1201
70046,0,0.0098
70047,0,0.013
70048,0,0.0245
70049,0,0.0024
70050,0,0.0971
70051,0,0.1482
70052,0,0.0058
70053,1,0.9856
70054,1,0.9698
70055,0,0.0123
70056,0,0.0036
70057,0,0.0156
70058,0,0.0136
70059,0,0.2477
70060,0,0.0344
70061,0,0.0185
70062,0,0.0424
70063,0,0.2295
70064,0,0.0706
70065,0,0.0132
70066,1,0.9947
70067,0,0.0256
70068,0,0.0065
70069,0,0.428
70070,0,0.0193
70071,0,0.046
70072,1,0.9953
70073,0,0.0139
70074,0,0.0004
70075,0,0.0007
70076,0,0.001
70077,0,0.0389
70078,0,0.0155
70079,0,0.0156
70080,0,0.0056
70081,0,0.0164
70082,0,0.0236
70083,0,0.0036
70084,0,0.0099
70085,1,0.9453
70086,0,0.0146
70087,0,0.0038
70088,0,0.018
70089,0,0.1782
70090,0,0.0381
70091,0,0.0414
70092,1,0.9945
70093,0,0.0447
70094,1,0.7828
70095,0,0.0686
70096,0,0.0243
70097,1,0.9652
70098,0,0.0155
70099,0,0.0045
70100,0,0.0103
70101,0,0.0064
70102,1,0.9766
70103,0,0.0049
70104,0,0.0028
70105,0,0.0737
70106,1,0.9836
70107,0,0.0156
70108,0,0.0048
70109,0,0.0954
70110,0,0.0095
70111,0,0.1808
70112,1,0.985
70113,0,0.0098
70114,0,0.2329
70115,0,0.0603
70116,0,0.0032
70117,0,0.0026
70118,0,0.0435
70119,0,0.0125
70120,0,0.101
70121,0,0.1051
70122,0,0.0631
70123,0,0.0132
70124,0,0.0512
70125,0,0.0985
70126,0,0.0
70127,0,0.0229
70128,0,0.0043
70129,0,0.0044
70130,0,0.0152
70131,1,0.9771
70132,0,0.0408
70133,1,0.8932
70134,1,0.993
70135,0,0.0098
70136,0,0.0085
70137,1,0.981
70138,0,0.0003
70139,0,0.006
70140,0,0.0012
70141,0,0.019
70142,0,0.0248
70143,0,0.0626
70144,0,0.004
70145,0,0.0007
70146,0,0.0011
70147,0,0.01
70148,1,0.8847
70149,0,0.0047
70150,0,0.006
70151,0,0.001
70152,0,0.0053
70153,0,0.0546
70154,0,0.0033
70155,0,0.1702
70156,0,0.0257
70157,0,0.0341
70158,0,0.0074
70159,1,0.8837
70160,0,0.0532
70161,0,0.0339
70162,0,0.0135
70163,0,0.0278
70164,0,0.0042
70165,0,0.1717
70166,0,0.0058
70167,1,0.9746
70168,0,0.0119
70169,0,0.0078
70170,0,0.0003
70171,1,0.9576
70172,1,0.691
70173,0,0.0074
70174,0,0.0062
70175,0,0.0221
70176,0,0.0008
70177,0,0.0033
70178,0,0.0032
70179,1,0.9856
70180,0,0.0696
70181,0,0.0227
70182,0,0.0708
70183,0,0.0056
70184,0,0.0121
70185,0,0.0103
70186,1,0.9443
70187,0,0.0253
70188,0,0.0016
70189,0,0.0573
70190,0,0.0581
70191,0,0.0078
70192,0,0.0102
70193,0,0.014
70194,0,0.0539
70195,0,0.1544
70196,0,0.0074
70197,1,0.6719
70198,0,0.0862
70199,0,0.0642
70200,0,0.0741
70201,1,0.9904
70202,0,0.1025
70203,1,0.9613
70204,0,0.0167
70205,0,0.0103
70206,0,0.1676
70207,0,0.0775
70208,0,0.0811
70209,0,0.0649
70210,0,0.0116
70211,0,0.1511
70212,0,0.0269
70213,0,0.0515
70214,0,0.0642
70215,0,0.0217
70216,1,0.974
70217,0,0.0005
70218,0,0.0037
70219,0,0.2748
70220,0,0.0105
70221,0,0.0183
70222,0,0.008
70223,0,0.0079
70224,1,0.8241
70225,0,0.0259
70226,0,0.0499
70227,0,0.025
70228,0,0.1608
70229,0,0.0062
70230,1,0.9629
70231,0,0.2138
70232,0,0.0093
70233,0,0.005
70234,0,0.0313
70235,0,0.028
70236,0,0.0011
70237,0,0.033
70238,0,0.3058
70239,0,0.0034
70240,0,0.0304
70241,0,0.0117
70242,0,0.119
70243,0,0.0579
70244,0,0.2025
70245,0,0.0027
70246,0,0.0144
70247,0,0.0166
70248,0,0.0118
70249,0,0.0072
70250,0,0.0297
70251,0,0.0233
70252,0,0.1676
70253,1,0.8682
70254,0,0.01
70255,0,0.0284
70256,0,0.0071
70257,0,0.0625
70258,0,0.0105
70259,0,0.0049
70260,0,0.0038
70261,0,0.0206
70262,0,0.0088
70263,0,0.0859
70264,0,0.0007
70265,0,0.0058
70266,0,0.0893
70267,0,0.0052
70268,0,0.0069
70269,0,0.0313
70270,1,0.8159
70271,0,0.0202
70272,0,0.0068
70273,0,0.0142
70274,0,0.0285
70275,0,0.0175
70276,0,0.3941
70277,0,0.0243
70278,0,0.0501
70279,0,0.0036
70280,0,0.0022
70281,0,0.0156
70282,0,0.1285
70283,0,0.0273
70284,1,0.8771
70285,0,0.0045
70286,0,0.0423
70287,0,0.4131
70288,0,0.0064
70289,1,0.7862
70290,0,0.0178
70291,0,0.0603
70292,0,0.0218
70293,0,0.0201
70294,0,0.0102
70295,0,0.0264
70296,0,0.0176
70297,0,0.26
70298,0,0.0158
70299,0,0.001
70300,0,0.0027
70301,1,0.9769
70302,0,0.0479
70303,0,0.0036
70304,0,0.008
70305,0,0.1368
70306,0,0.0121
70307,1,0.936
70308,0,0.0145
70309,0,0.0062
70310,0,0.001
70311,1,0.9548
70312,0,0.0022
70313,0,0.0014
70314,0,0.0291
70315,0,0.1003
70316,0,0.0008
70317,1,0.9809
70318,0,0.0725
70319,0,0.0126
70320,0,0.0138
70321,0,0.004
70322,0,0.0251
70323,0,0.0674
70324,0,0.0248
70325,0,0.0107
70326,0,0.0363
70327,1,0.9568
70328,1,0.6064
70329,0,0.0516
70330,0,1e-04
70331,0,0.0024
70332,0,0.0014
70333,0,0.0052
70334,0,0.3324
70335,0,0.1883
70336,0,0.0278
70337,1,0.9865
70338,0,0.3552
70339,0,0.003
70340,0,0.1298
70341,0,0.0004
70342,0,0.0821
70343,0,0.0581
70344,0,0.1186
70345,0,0.0423
70346,1,0.9905
70347,0,0.0049
70348,0,0.1112
70349,0,0.0771
70350,0,0.0311
70351,0,0.0285
70352,0,0.0039
70353,0,0.011
70354,0,0.0205
70355,0,0.1325
70356,0,0.3487
70357,0,0.018
70358,0,0.0066
70359,0,0.1066
70360,0,0.0084
70361,0,0.0057
70362,0,0.0692
70363,0,0.0631
70364,0,1e-04
70365,0,0.0799
70366,0,0.0077
70367,0,0.0135
70368,0,0.0172
70369,0,0.1626
70370,0,0.3935
70371,0,0.0043
70372,0,0.0744
70373,0,0.0955
70374,0,0.0108
70375,0,0.0054
70376,0,0.006
70377,0,0.0877
70378,0,0.0518
70379,0,0.0327
70380,0,0.0207
70381,0,0.1842
70382,0,0.2019
70383,0,0.159
70384,0,0.0453
70385,0,0.008
70386,1,0.9726
70387,0,0.0202
70388,0,0.3204
70389,0,0.0155
70390,0,0.0149
70391,0,0.015
70392,0,0.0003
70393,0,0.0031
70394,0,0.001
70395,0,0.1492
70396,0,0.0383
70397,0,0.1264
70398,0,0.0006
70399,1,0.9687
70400,0,0.1323
70401,0,0.0034
70402,0,0.0857
70403,0,0.0894
70404,0,0.3188
70405,0,0.0342
70406,0,0.2299
70407,1,0.9774
70408,0,0.0568
70409,0,0.0285
70410,0,0.1647
70411,0,0.0295
70412,0,0.0009
70413,0,0.0558
70414,0,0.0218
70415,0,0.0266
70416,0,0.0057
70417,0,0.0041
70418,0,0.0009
70419,0,0.0144
70420,0,0.0315
70421,0,0.0017
70422,0,0.064
70423,0,0.0921
70424,0,0.082
70425,0,0.0259
70426,0,0.0258
70427,0,0.0104
70428,0,0.011
70429,0,0.0743
70430,0,0.0433
70431,0,0.0358
70432,0,0.1205
70433,0,0.1027
70434,0,0.1615
70435,0,0.0104
70436,0,0.0086
70437,0,0.0427
70438,0,0.0857
70439,0,0.0019
70440,0,0.1226
70441,0,0.0068
70442,0,0.0367
70443,1,0.9592
70444,0,0.0132
70445,1,0.8538
70446,1,0.8251
70447,0,0.121
70448,0,0.0665
70449,0,0.0104
70450,0,0.0473
70451,0,0.1357
70452,1,0.9669
70453,0,0.1139
70454,0,0.0166
70455,0,0.0346
70456,0,0.0283
70457,0,0.0042
70458,0,0.0875
70459,0,0.0028
70460,1,0.9847
70461,0,0.0919
70462,0,0.1627
70463,0,0.0049
70464,0,0.0918
70465,0,0.0079
70466,0,0.017
70467,1,0.979
70468,1,0.9903
70469,0,0.0004
70470,0,0.0088
70471,0,0.0003
70472,0,0.0148
70473,1,0.9796
70474,0,0.0006
70475,1,0.9843
70476,0,0.0524
70477,0,0.0197
70478,0,0.0298
70479,1,0.9695
70480,0,0.0743
70481,0,0.1236
70482,0,0.0027
70483,0,0.0216
70484,0,0.1025
70485,0,0.0613
70486,0,0.0188
70487,1,0.9223
70488,0,0.0031
70489,0,0.0452
70490,0,0.0134
70491,1,0.5668
70492,0,0.0048
70493,0,0.0404
70494,0,0.4941
70495,0,0.0019
70496,0,0.0087
70497,0,0.0662
70498,0,0.027
70499,1,0.918
70500,0,0.0133
70501,0,0.0003
70502,1,0.9377
70503,0,0.0391
70504,0,0.0257
70505,0,0.0847
70506,0,0.0087
70507,0,0.0057
70508,1,0.8971
70509,1,0.5417
70510,0,0.0831
70511,0,0.0005
70512,0,0.0063
70513,0,0.0264
70514,0,0.0042
70515,0,0.108
70516,0,0.0051
70517,0,0.0197
70518,0,0.0006
70519,0,0.0005
70520,0,0.0081
70521,0,0.0047
70522,0,0.0175
70523,0,0.0019
70524,0,0.0158
70525,0,0.0447
70526,1,0.9697
70527,0,0.0991
70528,0,0.0128
70529,0,0.0632
70530,0,0.0036
70531,0,0.0431
70532,0,0.0322
70533,0,0.0856
70534,0,0.0055
70535,0,0.0013
70536,0,0.0052
70537,0,0.002
70538,0,0.0218
70539,0,0.0409
70540,0,0.0039
70541,0,0.01
70542,0,0.0205
70543,1,0.9791
70544,0,0.1028
70545,0,0.0023
70546,0,0.0254
70547,0,0.0049
70548,0,0.0552
70549,0,0.0053
70550,1,0.9379
70551,0,0.0125
70552,0,0.0526
70553,0,0.0294
70554,0,0.0092
70555,0,0.0359
70556,0,0.0005
70557,0,0.0034
70558,0,0.0051
70559,0,0.0178
70560,0,0.0035
70561,0,0.0025
70562,0,0.0007
70563,1,0.7107
70564,0,0.1436
70565,0,0.0053
70566,0,0.0081
70567,1,0.9884
70568,0,0.0536
70569,0,0.027
70570,0,0.0002
70571,0,0.0133
70572,0,0.0402
70573,0,0.0034
70574,0,0.0556
70575,0,0.0789
70576,1,0.6549
70577,0,0.0061
70578,0,0.0031
70579,0,0.0071
70580,0,0.0186
70581,0,0.0016
70582,0,0.1689
70583,0,0.0204
70584,0,0.0415
70585,0,0.0147
70586,0,0.0188
70587,0,0.0011
70588,0,0.0094
70589,0,0.011
70590,0,0.0642
70591,0,0.0053
70592,0,0.0259
70593,0,0.1265
70594,0,0.0698
70595,0,0.0046
70596,1,0.9431
70597,0,0.0035
70598,0,0.0259
70599,0,0.0102
70600,0,0.0007
70601,0,0.0082
70602,0,0.0175
70603,0,0.178
70604,0,0.0442
70605,0,0.0248
70606,0,0.0428
70607,0,0.0308
70608,0,0.0647
70609,0,0.0052
70610,0,0.0044
70611,0,0.0043
70612,0,0.1007
70613,1,0.9821
70614,0,0.145
70615,0,0.0125
70616,0,0.0236
70617,0,0.0055
70618,0,0.0007
70619,0,0.0719
70620,0,0.0113
70621,0,0.0141
70622,0,0.1391
70623,0,0.0203
70624,0,0.2811
70625,0,0.0177
70626,0,0.0018
70627,0,0.0328
70628,0,0.0033
70629,0,0.0093
70630,0,0.0099
70631,0,0.0077
70632,0,0.2197
70633,0,0.0226
70634,0,0.011
70635,0,0.0072
70636,0,0.0289
70637,1,0.9572
70638,0,0.0017
70639,0,0.0042
70640,0,0.0052
70641,0,0.3252
70642,0,0.0058
70643,0,0.0235
70644,0,0.0048
70645,0,0.003
70646,0,0.0022
70647,0,0.0066
70648,0,0.0228
70649,0,0.0032
70650,0,0.0013
70651,0,0.0367
70652,0,0.0111
70653,0,0.1168
70654,0,0.052
70655,0,0.0336
70656,0,0.0694
70657,0,0.0024
70658,0,0.0066
70659,0,0.1517
70660,1,0.9707
70661,1,0.8988
70662,0,0.0077
70663,0,0.0024
70664,0,0.006
70665,0,0.0229
70666,0,0.086
70667,0,0.0277
70668,0,0.0006
70669,1,0.9624
70670,0,0.0436
70671,0,0.1684
70672,0,0.1034
70673,0,0.0399
70674,0,0.0209
70675,0,0.04
70676,0,0.0247
70677,0,0.0197
70678,1,0.8745
70679,0,0.0742
70680,0,0.032
70681,0,0.0168
70682,0,0.1067
70683,0,0.0081
70684,0,0.0037
70685,0,0.005
70686,0,0.004
70687,0,0.0188
70688,0,0.0229
70689,0,0.0022
70690,0,0.0046
70691,0,0.0466
70692,0,0.0955
70693,0,0.0118
70694,0,0.0127
70695,0,0.1916
70696,1,0.7922
70697,0,0.0002
70698,0,0.1805
70699,0,0.0089
70700,0,0.001
70701,0,0.267
70702,0,0.0096
70703,0,0.3924
70704,0,0.0072
70705,0,0.002
70706,0,0.007
70707,0,0.0787
70708,0,0.059
70709,0,0.0653
70710,0,0.0169
70711,0,0.011
70712,0,0.0133
70713,0,0.0365
70714,0,0.0729
70715,1,0.9834
70716,0,0.0218
70717,0,0.0122
70718,0,0.0625
70719,0,0.0175
70720,0,0.007
70721,0,0.039
70722,0,0.0011
70723,0,0.015
70724,0,0.4878
70725,0,0.0049
70726,1,0.8897
70727,0,0.0082
70728,0,0.0011
70729,0,0.0289
70730,0,0.0599
70731,0,0.0076
70732,0,0.0436
70733,0,0.0978
70734,0,0.1209
70735,0,0.0015
70736,0,0.0273
70737,0,0.0225
70738,0,0.0897
70739,0,0.0169
70740,0,0.004
70741,0,0.0344
70742,0,0.0143
70743,0,0.0499
70744,1,0.9219
70745,0,0.0093
70746,0,0.1573
70747,0,0.0297
70748,0,0.0113
70749,0,0.0153
70750,0,0.0125
70751,0,0.0481
70752,0,0.026
70753,0,0.0119
70754,0,0.0083
70755,0,0.0092
70756,0,0.2962
70757,1,0.9497
70758,1,0.9939
70759,0,0.1269
70760,0,0.002
70761,0,0.0365
70762,0,0.1771
70763,0,0.0154
70764,0,0.231
70765,0,0.0071
70766,0,0.019
70767,0,0.0145
70768,0,0.0096
70769,1,0.999
70770,0,0.0212
70771,0,0.0002
70772,0,0.0191
70773,0,0.0003
70774,0,0.001
70775,0,0.002
70776,0,0.0163
70777,0,0.0472
70778,1,0.899
70779,0,0.0549
70780,0,0.0461
70781,0,0.005
70782,0,0.0013
70783,0,0.0007
70784,0,0.0059
70785,0,0.036
70786,1,0.9542
70787,0,0.1099
70788,0,0.0027
70789,0,0.0103
70790,0,0.009
70791,1,0.9579
70792,0,0.0624
70793,0,0.0029
70794,0,0.0397
70795,1,0.9701
70796,0,0.4106
70797,0,0.0027
70798,0,0.0008
70799,0,0.0031
70800,0,0.025
70801,1,0.7967
70802,0,0.0443
70803,0,0.0183
70804,1,0.9867
70805,0,0.0009
70806,0,0.0358
70807,0,0.0675
70808,1,0.9625
70809,0,0.0045
70810,0,0.4687
70811,0,0.0316
70812,0,0.0134
70813,0,0.1637
70814,1,0.9938
70815,0,0.0025
70816,0,0.0017
70817,0,0.0534
70818,0,0.0128
70819,0,0.0025
70820,0,0.0064
70821,0,0.0381
70822,0,0.0306
70823,0,0.0913
70824,0,0.1575
70825,0,0.0135
70826,0,0.0544
70827,0,0.0185
70828,1,0.9976
70829,1,0.9994
70830,0,0.0016
70831,0,0.0207
70832,0,0.0057
70833,0,0.0025
70834,1,0.9876
70835,1,0.9062
70836,0,0.0116
70837,0,0.0385
70838,0,0.0129
70839,0,0.0042
70840,1,0.9607
70841,0,0.128
70842,0,0.0071
70843,0,0.0057
70844,0,0.0051
70845,0,0.015
70846,0,0.3336
70847,0,0.0022
70848,0,0.0068
70849,0,0.0217
70850,0,0.0136
70851,0,0.0036
70852,0,0.0286
70853,0,0.0002
70854,0,0.0009
70855,0,0.03
70856,0,0.0163
70857,0,0.0438
70858,0,0.1226
70859,1,0.9377
70860,0,0.0002
70861,0,0.2685
70862,0,0.028
70863,0,0.3045
70864,1,0.9711
70865,0,0.0058
70866,0,0.0018
70867,0,0.0029
70868,0,0.0331
70869,0,0.0013
70870,0,0.0058
70871,0,0.0337
70872,1,0.9969
70873,0,0.0048
70874,0,0.0366
70875,0,0.0328
70876,0,0.0154
70877,0,0.0597
70878,0,0.0008
70879,0,0.1042
70880,1,0.9559
70881,1,0.9558
70882,0,0.0005
70883,0,0.1088
70884,1,0.926
70885,0,0.0055
70886,0,0.0009
70887,0,0.0101
70888,0,0.194
70889,0,0.0025
70890,0,0.1236
70891,0,0.0013
70892,0,0.0039
70893,0,0.0707
70894,0,0.0194
70895,0,0.04
70896,0,0.1585
70897,1,0.701
70898,0,0.0115
70899,0,0.0096
70900,0,0.0435
70901,0,0.0003
70902,0,0.0375
70903,0,0.0201
70904,0,0.0034
70905,0,0.0064
70906,0,0.0025
70907,0,0.0865
70908,0,0.0024
70909,0,0.0206
70910,0,0.0969
70911,1,0.9757
70912,0,0.006
70913,0,0.0018
70914,0,0.024
70915,0,0.0047
70916,0,0.0159
70917,0,0.0687
70918,0,0.007
70919,0,0.0896
70920,0,0.0162
70921,0,0.05
70922,0,0.0199
70923,0,0.013
70924,0,0.0186
70925,1,0.9518
70926,0,0.0067
70927,1,0.9364
70928,1,0.9976
70929,1,0.9606
70930,0,0.0083
70931,0,0.0058
70932,0,0.0087
70933,1,0.966
70934,0,0.0305
70935,1,0.9454
70936,0,0.127
70937,0,0.1785
70938,0,0.0211
70939,0,0.0022
70940,0,0.0602
70941,0,0.0237
70942,0,0.0155
70943,0,0.1616
70944,0,0.0025
70945,0,0.0256
70946,0,0.0264
70947,0,0.0111
70948,0,0.0278
70949,0,0.0773
70950,0,0.2659
70951,0,0.0138
70952,0,0.0066
70953,1,0.9821
70954,0,0.0262
70955,0,0.0092
70956,0,0.06
70957,0,0.0028
70958,0,0.0055
70959,0,0.0038
70960,0,0.0038
70961,0,0.0348
70962,0,0.0467
70963,0,0.1176
70964,0,0.0624
70965,0,0.0066
70966,0,0.0863
70967,0,0.0815
70968,0,0.0218
70969,0,0.0063
70970,0,0.0049
70971,0,0.0184
70972,0,0.0489
70973,0,0.0744
70974,0,0.1069
70975,1,0.8087
70976,0,0.0099
70977,0,0.0141
70978,1,0.9643
70979,0,0.03
70980,1,0.977
70981,0,0.0285
70982,0,0.0221
70983,0,0.0616
70984,0,0.0013
70985,0,0.0019
70986,0,0.0099
70987,1,0.519
70988,0,0.0171
70989,0,0.0091
70990,1,0.9865
70991,0,0.0088
70992,0,0.0057
70993,0,0.0025
70994,0,0.016
70995,0,0.0276
70996,0,0.011
70997,0,0.0406
70998,0,0.0056
70999,0,0.009
71000,1,0.9763
71001,0,0.0002
71002,0,0.015
71003,0,0.0035
71004,0,0.0093
71005,0,0.0018
71006,0,0.0441
71007,1,0.9738
71008,0,0.0057
71009,0,0.0008
71010,0,0.0493
71011,0,0.0283
71012,0,0.0088
71013,0,0.0471
71014,0,0.0347
71015,0,0.001
71016,0,0.0081
71017,0,0.0342
71018,1,0.9731
71019,0,0.0451
71020,0,0.0159
71021,0,0.0015
71022,0,0.0149
71023,0,0.0747
71024,0,0.002
71025,0,0.0169
71026,0,0.0102
71027,0,0.0017
71028,0,0.0052
71029,0,0.0368
71030,0,0.013
71031,1,0.9949
71032,0,0.0033
71033,0,0.0208
71034,0,0.0038
71035,0,0.0031
71036,0,0.0049
71037,0,0.0321
71038,0,0.0845
71039,0,0.0828
71040,0,0.4021
71041,0,0.0162
71042,0,0.0544
71043,0,0.0016
71044,0,0.007
71045,0,0.2029
71046,0,0.0065
71047,1,0.7261
71048,0,0.0134
71049,1,0.9466
71050,0,0.0114
71051,1,0.6294
71052,0,0.0765
71053,0,0.005
71054,0,0.0018
71055,0,0.0415
71056,0,0.0473
71057,0,0.0102
71058,0,0.0117
71059,0,0.0011
71060,0,0.1738
71061,0,0.0134
71062,0,0.0007
71063,0,0.4175
71064,0,0.0006
71065,0,0.0081
71066,0,0.0192
71067,0,0.0407
71068,0,0.1156
71069,0,0.175
71070,1,0.9988
71071,0,0.0003
71072,0,0.0006
71073,0,0.0003
71074,0,0.4712
71075,0,0.0135
71076,0,0.0054
71077,0,0.0838
71078,0,0.0206
71079,0,0.0659
71080,0,0.0043
71081,0,0.0951
71082,0,0.1768
71083,0,0.0176
71084,0,0.0284
71085,0,0.0344
71086,0,0.0242
71087,0,0.0194
71088,0,0.017
71089,1,0.9973
71090,0,0.1302
71091,0,0.0077
71092,0,0.0175
71093,0,0.0861
71094,0,0.0081
71095,1,0.9679
71096,0,0.1364
71097,0,0.0118
71098,0,0.0216
71099,0,0.0078
71100,0,0.0102
71101,0,0.0219
71102,1,0.9798
71103,0,0.0045
71104,0,0.1289
71105,0,0.0218
71106,1,0.9735
71107,0,0.0049
71108,0,0.0126
71109,0,0.0784
71110,0,0.0448
71111,0,0.015
71112,0,0.0064
71113,0,0.0069
71114,0,0.0473
71115,1,0.7465
71116,0,0.0096
71117,0,0.0015
71118,0,0.081
71119,0,0.4779
71120,0,0.0153
71121,0,0.0121
71122,0,0.0082
71123,1,0.9896
71124,0,0.0227
71125,0,0.0218
71126,0,0.2081
71127,0,0.3023
71128,0,0.0652
71129,0,0.0797
71130,0,0.2984
71131,0,0.0141
71132,0,0.0328
71133,0,0.0276
71134,0,0.0059
71135,0,0.0052
71136,0,1e-04
71137,0,0.0011
71138,0,0.0123
71139,0,0.0521
71140,0,0.0173
71141,0,0.3292
71142,0,0.0125
71143,1,0.9967
71144,0,0.0054
71145,0,0.009
71146,0,0.0626
71147,0,0.0121
71148,0,0.0044
71149,0,0.0047
71150,0,0.0007
71151,0,0.0593
71152,0,0.0103
71153,0,0.0055
71154,0,0.0097
71155,0,0.112
71156,0,0.056
71157,0,0.0459
71158,0,0.0038
71159,0,0.0048
71160,0,0.0201
71161,0,0.0148
71162,0,0.2335
71163,0,0.0581
71164,1,0.9455
71165,0,0.0115
71166,0,0.0321
71167,1,0.5527
71168,0,0.1534
71169,1,0.9941
71170,0,0.0167
71171,0,0.0494
71172,0,0.0026
71173,0,0.0399
71174,0,0.0191
71175,0,0.0963
71176,0,0.2083
71177,0,0.0551
71178,0,0.0688
71179,0,0.0162
71180,0,0.3926
71181,1,0.7742
71182,0,0.0733
71183,0,0.0102
71184,0,0.009
71185,0,0.0956
71186,0,0.1047
71187,1,0.9461
71188,0,0.0021
71189,0,0.0223
71190,0,0.0149
71191,0,0.0062
71192,0,0.346
71193,0,0.0173
71194,1,0.9394
71195,0,0.0289
71196,1,0.9928
71197,0,0.0967
71198,0,0.0062
71199,0,0.0322
71200,0,0.0248
71201,0,0.0108
71202,0,0.0121
71203,0,0.0242
71204,0,0.0415
71205,0,0.1532
71206,0,0.0153
71207,0,0.0069
71208,1,0.999
71209,0,0.0251
71210,0,0.0004
71211,0,0.0762
71212,0,0.0248
71213,0,0.1561
71214,0,0.2672
71215,0,0.0683
71216,0,0.0062
71217,0,0.0148
71218,0,0.0814
71219,1,0.8936
71220,0,0.0
71221,0,0.0068
71222,0,0.0587
71223,0,0.0141
71224,0,0.0615
71225,0,0.0191
71226,0,0.0084
71227,1,0.9663
71228,0,0.0015
71229,0,0.0339
71230,0,0.0252
71231,0,0.0011
71232,0,0.0208
71233,0,0.0425
71234,0,0.0257
71235,0,0.0018
71236,1,0.9091
71237,0,0.0064
71238,1,0.9793
71239,0,0.0089
71240,0,0.0077
71241,0,0.017
71242,0,0.1413
71243,0,0.0149
71244,0,0.0007
71245,0,0.0209
71246,1,0.996
71247,0,0.0667
71248,0,0.0046
71249,0,0.0027
71250,0,0.0148
71251,0,0.0278
71252,0,0.0101
71253,0,0.001
71254,0,0.065
71255,0,0.0232
71256,0,0.0024
71257,0,0.1109
71258,0,0.0012
71259,0,0.0244
71260,0,0.1451
71261,0,0.0004
71262,0,0.0411
71263,0,0.0002
71264,0,0.002
71265,1,0.9392
71266,0,0.0132
71267,0,0.0786
71268,0,1e-04
71269,0,0.0058
71270,0,0.1073
71271,1,0.9188
71272,0,0.1105
71273,0,0.0147
71274,0,0.0092
71275,0,0.094
71276,0,0.0016
71277,0,0.0316
71278,0,0.0127
71279,0,0.1201
71280,0,0.0055
71281,1,0.6735
71282,0,0.0918
71283,0,0.0891
71284,0,0.0641
71285,0,0.0067
71286,0,0.0199
71287,0,0.0017
71288,0,0.0003
71289,1,0.9825
71290,0,0.0437
71291,0,0.0077
71292,0,0.0868
71293,0,0.005
71294,0,0.0018
71295,0,0.0116
71296,0,0.0474
71297,0,0.0186
71298,0,0.1778
71299,0,0.0668
71300,0,0.4865
71301,0,0.0005
71302,0,0.0174
71303,0,0.0194
71304,0,0.3357
71305,0,0.0198
71306,0,0.0355
71307,0,0.0549
71308,0,0.0077
71309,1,0.9821
71310,0,0.0525
71311,0,0.0219
71312,0,0.0009
71313,0,0.1137
71314,0,0.0274
71315,0,0.0065
